09:44:33.084 -> Система готова. Формат вывода: mq7,mq135,temp,hum,ky028_analog,ky028_digital
13:19:37.460 -> 165,134,30.0,53.0,160,1
13:19:42.462 -> 164,133,30.0,53.0,174,1
13:19:47.462 -> 163,133,30.0,53.0,153,1
13:19:52.463 -> 162,133,29.0,53.0,152,1
13:19:57.464 -> 162,133,30.0,54.0,173,1
13:20:02.466 -> 162,133,30.0,53.0,166,1
13:20:07.467 -> 162,133,30.0,53.0,150,1
13:20:12.468 -> 161,132,30.0,53.0,162,1
13:20:17.469 -> 161,132,30.0,53.0,174,1
13:20:22.470 -> 161,132,30.0,53.0,152,1
13:20:27.510 -> 161,132,30.0,53.0,155,1
13:20:32.512 -> 162,133,30.0,53.0,175,1
13:20:37.512 -> 161,132,30.0,53.0,165,1
13:20:42.513 -> 161,132,30.0,53.0,150,1
13:20:47.515 -> 161,133,30.0,53.0,152,1
13:20:52.516 -> 161,132,30.0,53.0,169,1
13:20:57.517 -> 161,132,30.0,53.0,178,1
13:21:02.518 -> 161,132,30.0,53.0,163,1
13:21:07.519 -> 160,132,30.0,53.0,149,1
13:21:12.519 -> 160,132,30.0,53.0,146,1
13:21:17.520 -> 160,131,30.0,53.0,145,1
13:21:22.521 -> 160,132,30.0,53.0,148,1
13:21:27.522 -> 159,132,30.0,53.0,156,1
13:21:32.522 -> 159,132,30.0,53.0,169,1
13:21:37.523 -> 159,132,30.0,53.0,172,1
13:21:42.524 -> 159,132,30.0,53.0,180,1
13:21:47.525 -> 160,132,30.0,53.0,180,1
13:21:52.526 -> 160,132,30.0,53.0,177,1
13:21:57.567 -> 160,131,30.0,53.0,172,1
13:22:02.568 -> 159,131,30.0,53.0,170,1
13:22:07.569 -> 159,132,30.0,53.0,161,1
13:22:12.570 -> 159,132,30.0,53.0,155,1
13:22:17.571 -> 159,132,30.0,53.0,151,1
13:22:22.572 -> 159,131,30.0,53.0,147,1
13:22:27.573 -> 159,132,30.0,53.0,150,1
13:22:32.574 -> 159,131,30.0,53.0,150,1
13:22:37.576 -> 159,131,30.0,53.0,151,1
13:22:42.577 -> 159,132,30.0,53.0,154,1
13:22:47.578 -> 159,132,30.0,53.0,156,1
13:22:52.579 -> 159,132,30.0,53.0,160,1
13:22:57.580 -> 159,132,30.0,53.0,159,1
13:23:02.580 -> 159,132,30.0,53.0,163,1
13:23:07.581 -> 160,132,30.0,53.0,167,1
13:23:12.582 -> 160,132,30.0,53.0,170,1
13:23:17.584 -> 159,132,30.0,53.0,173,1
13:23:22.585 -> 160,132,30.0,53.0,173,1
13:23:27.625 -> 159,132,30.0,53.0,169,1
13:23:32.626 -> 159,132,30.0,53.0,157,1
13:23:37.627 -> 159,131,30.0,53.0,150,1
13:23:42.629 -> 159,131,30.0,53.0,151,1
13:23:47.629 -> 159,131,30.0,53.0,160,1
13:23:52.630 -> 159,131,30.0,53.0,163,1
13:23:57.631 -> 159,132,30.0,53.0,169,1
13:24:02.633 -> 159,131,30.0,53.0,173,1
13:24:07.633 -> 159,131,30.0,53.0,172,1
13:24:12.634 -> 159,131,30.0,53.0,163,1
13:24:17.635 -> 159,131,30.0,53.0,154,1
13:24:22.636 -> 159,131,30.0,53.0,150,1
13:24:27.637 -> 159,132,30.0,53.0,158,1
13:24:32.638 -> 159,131,30.0,53.0,172,1
13:24:37.639 -> 158,132,30.0,53.0,171,1
13:24:42.640 -> 159,132,30.0,53.0,159,1
13:24:47.641 -> 159,132,30.0,53.0,148,1
13:24:52.642 -> 159,132,30.0,53.0,160,1
13:24:57.643 -> 159,131,30.0,53.0,178,1
13:25:02.685 -> 159,131,30.0,53.0,156,1
13:25:07.686 -> 158,132,30.0,53.0,146,1
13:25:12.687 -> 159,132,30.0,53.0,154,1
13:25:17.688 -> 159,132,30.0,53.0,177,1
13:25:22.689 -> 159,131,30.0,53.0,155,1
13:25:27.689 -> 159,131,30.0,53.0,146,1
13:25:32.690 -> 159,131,30.0,53.0,171,1
13:25:37.691 -> 158,131,30.0,53.0,177,1
13:25:42.693 -> 159,131,30.0,53.0,148,1
13:25:47.693 -> 159,132,30.0,53.0,151,1
13:25:52.694 -> 159,131,30.0,53.0,172,1
13:25:57.695 -> 159,131,30.0,53.0,177,1
13:26:02.696 -> 159,131,30.0,53.0,162,1
13:26:07.697 -> 158,131,30.0,53.0,146,1
13:26:12.698 -> 158,131,30.0,53.0,151,1
13:26:17.699 -> 159,131,30.0,53.0,177,1
13:26:22.700 -> 159,131,30.0,53.0,166,1
13:26:27.740 -> 159,131,30.0,53.0,144,1
13:26:32.741 -> 158,131,30.0,53.0,158,1
13:26:37.742 -> 159,131,30.0,53.0,177,1
13:26:42.743 -> 159,131,30.0,53.0,157,1
13:26:47.744 -> 159,131,30.0,53.0,151,1
13:26:52.745 -> 160,131,30.0,53.0,162,1
13:26:57.745 -> 159,132,30.0,53.0,174,1
13:27:02.746 -> 159,132,30.0,53.0,175,1
13:27:07.747 -> 159,132,30.0,53.0,162,1
13:27:12.748 -> 159,132,30.0,53.0,150,1
13:27:17.749 -> 159,131,30.0,53.0,147,1
13:27:22.751 -> 158,131,30.0,53.0,147,1
13:27:27.751 -> 158,131,30.0,53.0,159,1
13:27:32.752 -> 158,131,30.0,53.0,173,1
13:27:37.753 -> 158,131,30.0,53.0,180,1
13:27:42.754 -> 158,131,30.0,53.0,181,1
13:27:47.755 -> 159,132,30.0,53.0,177,1
13:27:52.756 -> 158,131,30.0,53.0,174,1
13:27:57.796 -> 159,131,30.0,53.0,165,1
13:28:02.798 -> 158,131,30.0,53.0,155,1
13:28:07.799 -> 158,131,30.0,53.0,148,1
13:28:12.800 -> 158,131,30.0,53.0,145,1
13:28:17.800 -> 158,131,30.0,53.0,144,1
13:28:22.801 -> 158,131,30.0,53.0,146,1
13:28:27.802 -> 159,131,30.0,53.0,152,1
13:28:32.803 -> 158,131,30.0,53.0,162,1
13:28:37.804 -> 158,131,30.0,53.0,174,1
13:28:42.805 -> 158,131,30.0,53.0,176,1
13:28:47.806 -> 158,131,30.0,53.0,180,1
13:28:52.807 -> 158,131,30.0,53.0,177,1
13:28:57.808 -> 158,131,30.0,53.0,168,1
13:29:02.810 -> 158,131,30.0,53.0,154,1
13:29:07.810 -> 158,131,30.0,53.0,144,1
13:29:12.811 -> 158,131,30.0,53.0,141,1
13:29:17.813 -> 157,131,30.0,53.0,141,1
13:29:22.814 -> 158,131,30.0,53.0,146,1
13:29:27.815 -> 158,131,30.0,53.0,157,1
13:29:32.857 -> 158,131,30.0,53.0,165,1
13:29:37.858 -> 161,131,30.0,53.0,182,1
13:29:42.861 -> 159,131,30.0,53.0,185,1
13:29:47.862 -> 159,131,30.0,53.0,166,1
13:29:52.862 -> 159,131,30.0,53.0,147,1
13:29:57.864 -> 158,131,30.0,53.0,139,1
13:30:02.849 -> 158,131,30.0,53.0,139,1
13:30:07.851 -> 158,131,30.0,53.0,139,1
13:30:12.852 -> 157,131,30.0,53.0,149,1
13:30:17.853 -> 158,131,30.0,53.0,161,1
13:30:22.854 -> 158,131,30.0,53.0,165,1
13:30:27.854 -> 158,131,30.0,53.0,166,1
13:30:32.895 -> 159,131,30.0,53.0,172,1
13:30:37.896 -> 159,132,30.0,53.0,178,1
13:30:42.897 -> 159,131,30.0,53.0,179,1
13:30:47.898 -> 158,131,30.0,53.0,167,1
13:30:52.899 -> 158,131,30.0,53.0,152,1
13:30:57.899 -> 157,131,30.0,53.0,148,1
13:31:02.900 -> 158,131,30.0,53.0,145,1
13:31:07.901 -> 158,131,30.0,53.0,146,1
13:31:12.902 -> 157,131,30.0,53.0,151,1
13:31:17.903 -> 158,134,30.0,53.0,160,1
13:31:22.904 -> 158,131,30.0,53.0,163,1
13:31:27.904 -> 158,131,30.0,53.0,174,1
13:31:32.905 -> 157,131,30.0,53.0,177,1
13:31:37.906 -> 158,131,30.0,53.0,169,1
13:31:42.906 -> 158,131,30.0,53.0,158,1
13:31:47.907 -> 158,131,30.0,53.0,150,1
13:31:52.908 -> 158,131,30.0,53.0,147,1
13:31:57.909 -> 158,131,30.0,53.0,146,1
13:32:02.950 -> 158,131,30.0,53.0,149,1
13:32:07.950 -> 158,131,30.0,53.0,156,1
13:32:12.951 -> 158,131,30.0,53.0,168,1
13:32:17.952 -> 158,131,30.0,53.0,174,1
13:32:22.953 -> 158,131,30.0,53.0,171,1
13:32:27.954 -> 158,131,30.0,53.0,151,1
13:32:32.955 -> 158,131,30.0,53.0,148,1
13:32:37.956 -> 158,131,30.0,53.0,166,1
13:32:42.957 -> 158,131,30.0,52.0,173,1
13:32:47.957 -> 158,131,30.0,53.0,157,1
13:32:52.958 -> 157,131,30.0,52.0,149,1
13:32:57.959 -> 158,130,30.0,52.0,163,1
13:33:02.960 -> 157,131,30.0,52.0,173,1
13:33:07.961 -> 157,131,30.0,52.0,157,1
13:33:12.962 -> 158,131,30.0,52.0,151,1
13:33:17.962 -> 158,131,30.0,52.0,157,1
13:33:22.963 -> 157,131,30.0,52.0,168,1
13:33:27.964 -> 157,131,30.0,52.0,163,1
13:33:33.006 -> 157,131,30.0,52.0,153,1
13:33:38.006 -> 158,131,30.0,52.0,160,1
13:33:43.007 -> 158,131,30.0,52.0,169,1
13:33:48.008 -> 157,130,30.0,52.0,155,1
13:33:53.009 -> 157,131,30.0,52.0,155,1
13:33:58.010 -> 158,131,30.0,52.0,173,1
13:34:03.011 -> 158,131,30.0,52.0,170,1
13:34:08.011 -> 157,131,30.0,52.0,150,1
13:34:13.012 -> 158,131,30.0,52.0,160,1
13:34:18.013 -> 158,131,30.0,52.0,177,1
13:34:23.014 -> 157,131,30.0,52.0,151,1
13:34:28.014 -> 158,131,30.0,52.0,163,1
13:34:33.015 -> 158,131,30.0,52.0,171,1
13:34:38.016 -> 157,131,30.0,52.0,151,1
13:34:43.017 -> 158,131,30.0,52.0,153,1
13:34:48.017 -> 157,131,30.0,52.0,176,1
13:34:53.018 -> 158,131,30.0,52.0,154,1
13:34:58.019 -> 158,131,30.0,52.0,152,1
13:35:03.060 -> 158,131,30.0,52.0,166,1
13:35:08.061 -> 158,131,30.0,52.0,165,1
13:35:13.062 -> 158,131,30.0,52.0,151,1
13:35:18.063 -> 157,131,30.0,52.0,161,1
13:35:23.064 -> 158,131,30.0,52.0,171,1
13:35:28.065 -> 157,131,30.0,52.0,155,1
13:35:33.066 -> 158,131,30.0,52.0,153,1
13:35:38.067 -> 158,131,30.0,52.0,169,1
13:35:43.068 -> 158,131,30.0,52.0,162,1
13:35:48.069 -> 158,131,30.0,52.0,142,1
13:35:53.070 -> 158,131,30.0,52.0,154,1
13:35:58.071 -> 157,131,30.0,52.0,179,1
13:36:03.072 -> 158,131,30.0,52.0,173,1
13:36:08.073 -> 158,130,30.0,52.0,151,1
13:36:13.073 -> 158,131,30.0,52.0,144,1
13:36:18.074 -> 159,131,30.0,52.0,150,1
13:36:23.075 -> 158,131,30.0,52.0,170,1
13:36:28.077 -> 158,131,30.0,52.0,167,1
13:36:33.078 -> 158,132,30.0,53.0,159,1
13:36:38.119 -> 158,131,30.0,53.0,146,1
13:36:43.120 -> 158,131,30.0,53.0,149,1
13:36:48.121 -> 158,131,30.0,53.0,162,1
13:36:53.122 -> 158,131,30.0,53.0,176,1
13:36:58.122 -> 158,131,30.0,53.0,168,1
13:37:03.123 -> 158,131,30.0,53.0,151,1
13:37:08.124 -> 158,131,30.0,53.0,146,1
13:37:13.125 -> 158,131,30.0,53.0,148,1
13:37:18.126 -> 158,131,30.0,53.0,153,1
13:37:23.126 -> 158,131,30.0,53.0,160,1
13:37:28.127 -> 158,131,30.0,53.0,165,1
13:37:33.128 -> 158,131,30.0,53.0,172,1
13:37:38.129 -> 158,131,30.0,53.0,170,1
13:37:43.129 -> 158,131,30.0,53.0,171,1
13:37:48.130 -> 158,131,30.0,53.0,169,1
13:37:53.131 -> 158,131,30.0,53.0,166,1
13:37:58.132 -> 158,131,30.0,53.0,165,1
13:38:03.132 -> 159,132,30.0,53.0,160,1
13:38:08.173 -> 159,132,30.0,53.0,164,1
13:38:13.174 -> 158,131,30.0,53.0,168,1
13:38:18.174 -> 158,131,30.0,53.0,170,1
13:38:23.175 -> 158,134,30.0,53.0,169,1
13:38:28.176 -> 159,132,30.0,53.0,177,1
13:38:33.177 -> 159,132,30.0,53.0,178,1
13:38:38.177 -> 159,131,30.0,53.0,177,1
13:38:43.179 -> 159,132,30.0,53.0,175,1
13:38:48.180 -> 159,131,30.0,53.0,169,1
13:38:53.181 -> 159,131,30.0,53.0,164,1
13:38:58.182 -> 159,131,30.0,53.0,162,1
13:39:03.183 -> 159,131,30.0,53.0,149,1
13:39:08.183 -> 158,131,30.0,53.0,145,1
13:39:13.184 -> 158,131,30.0,53.0,149,1
13:39:18.185 -> 159,131,30.0,53.0,158,1
13:39:23.186 -> 158,131,30.0,53.0,163,1
13:39:28.186 -> 158,131,30.0,53.0,173,1
13:39:33.227 -> 158,130,30.0,52.0,177,1
13:39:38.228 -> 159,131,30.0,53.0,172,1
13:39:43.229 -> 158,131,30.0,52.0,155,1
13:39:48.230 -> 158,131,30.0,52.0,145,1
13:39:53.231 -> 158,130,30.0,52.0,146,1
13:39:58.231 -> 158,130,30.0,52.0,158,1
13:40:03.232 -> 158,130,30.0,52.0,172,1
13:40:08.233 -> 158,130,30.0,52.0,177,1
13:40:13.234 -> 158,131,30.0,52.0,173,1
13:40:18.234 -> 158,131,30.0,52.0,167,1
13:40:23.235 -> 158,131,30.0,52.0,157,1
13:40:28.236 -> 158,131,30.0,52.0,146,1
13:40:33.237 -> 157,131,30.0,52.0,142,1
13:40:38.237 -> 158,131,30.0,52.0,153,1
13:40:43.238 -> 158,130,30.0,52.0,149,1
13:40:48.239 -> 158,131,30.0,52.0,158,1
13:40:53.240 -> 158,131,30.0,52.0,176,1
13:40:58.281 -> 158,130,30.0,52.0,179,1
13:41:03.281 -> 158,131,30.0,52.0,162,1
13:41:08.282 -> 158,131,30.0,52.0,146,1
13:41:13.283 -> 158,130,30.0,52.0,142,1
13:41:18.283 -> 158,131,30.0,52.0,155,1
13:41:23.284 -> 158,131,30.0,52.0,175,1
13:41:28.286 -> 157,130,30.0,52.0,161,1
13:41:33.286 -> 158,131,30.0,52.0,144,1
13:41:38.287 -> 158,131,30.0,52.0,155,1
13:41:43.288 -> 158,130,30.0,52.0,175,1
13:41:48.283 -> 158,131,30.0,52.0,158,1
13:41:53.284 -> 157,131,30.0,52.0,147,1
13:41:58.284 -> 158,131,30.0,52.0,168,1
13:42:03.285 -> 157,131,30.0,52.0,170,1
13:42:08.287 -> 158,130,30.0,52.0,146,1
13:42:13.289 -> 158,131,30.0,52.0,162,1
13:42:18.291 -> 158,131,30.0,52.0,173,1
13:42:23.333 -> 158,131,30.0,52.0,151,1
13:42:28.334 -> 157,132,30.0,52.0,155,1
13:42:33.336 -> 158,131,30.0,52.0,159,1
13:42:38.336 -> 158,131,30.0,52.0,174,1
13:42:43.338 -> 158,131,30.0,52.0,164,1
13:42:48.339 -> 157,131,30.0,52.0,148,1
13:42:53.340 -> 158,131,30.0,52.0,155,1
13:42:58.341 -> 157,131,30.0,52.0,171,1
13:43:03.342 -> 158,131,30.0,52.0,168,1
13:43:08.343 -> 159,131,30.0,52.0,148,1
13:43:13.345 -> 158,131,30.0,52.0,149,1
13:43:18.346 -> 158,130,30.0,52.0,167,1
13:43:23.348 -> 159,131,30.0,52.0,176,1
13:43:28.349 -> 158,131,30.0,52.0,162,1
13:43:33.351 -> 158,130,30.0,52.0,147,1
13:43:38.353 -> 158,131,30.0,52.0,145,1
13:43:43.355 -> 157,130,30.0,52.0,156,1
13:43:48.359 -> 158,130,30.0,52.0,175,1
13:43:53.362 -> 158,131,30.0,52.0,178,1
13:43:58.364 -> 157,130,30.0,52.0,156,1
13:44:03.365 -> 157,131,30.0,52.0,145,1
13:44:08.366 -> 157,130,30.0,52.0,148,1
13:44:13.368 -> 157,131,30.0,52.0,161,1
13:44:18.398 -> 157,130,30.0,52.0,172,1
13:44:23.400 -> 158,130,30.0,52.0,177,1
13:44:28.401 -> 158,131,30.0,52.0,171,1
13:44:33.403 -> 157,131,30.0,52.0,155,1
13:44:38.404 -> 157,130,30.0,52.0,146,1
13:44:43.404 -> 158,130,30.0,52.0,144,1
13:44:48.406 -> 158,130,30.0,52.0,147,1
13:44:53.408 -> 157,131,30.0,52.0,153,1
13:44:58.409 -> 157,131,30.0,52.0,161,1
13:45:03.409 -> 158,130,30.0,52.0,171,1
13:45:08.411 -> 158,131,30.0,52.0,172,1
13:45:13.413 -> 158,131,30.0,52.0,173,1
13:45:18.414 -> 157,131,30.0,52.0,172,1
13:45:23.415 -> 158,131,30.0,52.0,167,1
13:45:28.417 -> 157,131,30.0,52.0,160,1
13:45:33.417 -> 157,131,30.0,52.0,151,1
13:45:38.418 -> 157,130,30.0,52.0,152,1
13:45:43.419 -> 159,131,30.0,52.0,153,1
